NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(mg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vit_B6_(mg),Folic_Acid_(mg),Vit_B12_(mg)
1138,"EGG,DUCK,WHOLE,FRESH,RAW",70.83,185.0,12.81,13.77,1.14,1.45,0.0,0.93,64.0,3.85,17.0,220.0,222.0,146.0,1.41,0.062,0.038,36.4,0.0,0.156,0.404,0.2,0.25,0.0,5.4
1139,"EGG,GOOSE,WHOLE,FRESH,RAW",70.43,185.0,13.87,13.27,1.08,1.35,0.0,0.94,60.0,3.64,16.0,208.0,210.0,138.0,1.33,0.062,0.038,36.9,0.0,0.147,0.382,0.189,0.236,0.0,5.1
1140,"EGG,QUAIL,WHOLE,FRESH,RAW",74.35,158.0,13.05,11.09,1.1,0.41,0.0,0.4,64.0,3.65,13.0,226.0,132.0,141.0,1.47,0.062,0.038,32.0,0.0,0.13,0.79,0.15,0.15,0.0,1.58
1144,"EGG SUBSTITUTE,POWDER",3.86,444.0,55.5,13.0,5.84,21.8,0.0,21.8,326.0,3.16,65.0,478.0,744.0,800.0,1.82,0.207,0.08,127.7,0.8,0.226,1.76,0.577,0.143,0.0,3.52
1145,"BUTTER,WITHOUT SALT",17.94,717.0,0.85,81.11,0.09,0.06,0.0,0.06,24.0,0.02,2.0,24.0,24.0,11.0,0.09,0.016,0.004,1.0,0.0,0.005,0.034,0.042,0.003,0.0,0.17
1146,"CHEESE,PARMESAN,SHREDDED",25.0,415.0,37.86,27.34,6.39,3.41,0.0,0.9,1253.0,0.87,51.0,735.0,97.0,1696.0,3.19,0.037,0.023,23.9,0.0,0.041,0.352,0.287,0.105,0.0,1.4
1151,"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",90.84,34.0,3.37,0.08,0.75,4.96,0.0,5.09,122.0,0.03,11.0,101.0,156.0,42.0,0.42,0.013,0.003,3.1,0.0,0.045,0.182,0.094,0.037,0.0,0.5
1154,"MILK,DRY,NONFAT,REG, ADDED VIT A & VITAMIN D",3.16,362.0,36.16,0.77,7.93,51.98,0.0,51.98,1257.0,0.32,110.0,968.0,1794.0,535.0,4.08,0.041,0.02,27.3,6.8,0.415,1.55,0.951,0.361,0.0,4.03
1155,"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",3.96,358.0,35.1,0.72,8.03,52.19,0.0,52.19,1231.0,0.31,117.0,985.0,1705.0,549.0,4.41,0.041,0.02,27.3,5.6,0.413,1.744,0.891,0.345,0.0,3.99
1156,"CHEESE,GOAT,HARD TYPE",29.01,452.0,30.52,35.59,3.72,2.17,0.0,2.17,895.0,1.88,54.0,729.0,48.0,423.0,1.59,0.627,0.252,5.5,0.0,0.14,1.19,2.4,0.08,0.0,0.12
1157,"CHEESE,GOAT,SEMISOFT TYPE",45.52,364.0,21.58,29.84,2.94,0.12,0.0,0.12,298.0,1.62,29.0,375.0,158.0,415.0,0.66,0.564,0.093,3.8,0.0,0.072,0.676,1.148,0.06,0.0,0.22
1159,"CHEESE,GOAT,SOFT TYPE",60.75,264.0,18.52,21.08,1.58,0.0,0.0,0.0,140.0,1.9,16.0,256.0,26.0,459.0,0.92,0.732,0.1,2.8,0.0,0.07,0.38,0.43,0.25,0.0,0.19
1160,"EGG,YOLK,RAW,FRZ,SALTED,PAST",50.87,275.0,14.07,22.93,10.37,1.77,0.0,0.07,113.0,3.4,7.0,414.0,111.0,3487.0,2.87,0.121,0.065,56.9,0.0,0.14,0.427,0.027,0.402,0.0,1.61
1161,"CHEESE SUB,MOZZARELLA",47.36,248.0,11.47,12.22,5.27,23.67,0.0,23.67,610.0,0.4,41.0,583.0,455.0,685.0,1.92,0.11,0.028,19.2,0.1,0.026,0.444,0.317,0.051,0.0,0.81
1164,"CHEESE SAU,PREP FROM RECIPE",66.86,197.0,10.33,14.92,2.41,5.48,0.1,0.19,311.0,0.35,19.0,229.0,142.0,493.0,1.26,0.019,0.04,6.6,0.6,0.044,0.243,0.204,0.045,2.0,0.35
1165,"CHEESE,MEXICAN,QUESO ANEJO",38.06,373.0,21.44,29.98,5.89,4.63,0.0,4.63,680.0,0.47,28.0,444.0,87.0,1131.0,2.94,0.008,0.037,14.5,0.0,0.02,0.209,0.032,0.047,0.0,1.38
1166,"CHEESE,MEXICAN,QUESO ASADERO",42.16,356.0,22.6,28.26,4.11,2.87,0.0,2.87,661.0,0.51,26.0,443.0,86.0,705.0,3.02,0.026,0.036,14.5,0.0,0.021,0.223,0.181,0.053,0.0,1.0
1167,"CHEESE,MEXICAN,QUESO CHIHUAHUA",39.13,374.0,21.56,29.68,4.06,5.56,0.0,5.56,651.0,0.47,23.0,442.0,52.0,617.0,3.5,0.024,0.071,14.5,0.0,0.018,0.225,0.15,0.055,0.0,1.03
1168,"CHEESE,LOFAT,CHEDDAR OR COLBY",63.1,173.0,24.35,7.0,3.64,1.91,0.0,0.52,415.0,0.42,16.0,484.0,66.0,873.0,1.82,0.021,0.006,14.5,0.0,0.012,0.221,0.051,0.045,0.0,0.49
1169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",38.98,398.0,24.35,32.62,2.13,1.91,0.0,0.49,703.0,0.72,27.0,484.0,112.0,21.0,3.09,0.036,0.011,14.5,0.0,0.021,0.375,0.086,0.076,0.0,0.83
1171,"EGG,WHL,RAW,FRZ,PAST",75.81,147.0,12.33,9.95,0.91,1.01,0.0,0.25,62.0,1.74,9.0,193.0,135.0,128.0,1.32,0.053,0.032,37.2,0.0,0.067,0.523,0.103,0.188,0.0,1.0
1172,"EGG,WHITE,RAW,FRZ,PAST",88.17,48.0,10.2,0.0,0.6,1.04,0.0,0.25,8.0,0.04,11.0,13.0,169.0,169.0,0.07,0.032,0.007,9.2,0.0,0.023,0.423,0.093,0.005,0.0,0.03
1173,"EGG,WHITE,DRIED",5.8,382.0,81.1,0.0,5.3,7.8,0.0,5.4,62.0,0.15,88.0,111.0,1125.0,1280.0,0.1,0.114,0.007,125.1,0.0,0.005,2.53,0.865,0.036,0.0,0.18
1174,"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",89.21,50.0,3.3,1.98,0.71,4.8,0.0,5.06,120.0,0.02,11.0,92.0,140.0,47.0,0.48,0.006,0.014,2.5,0.2,0.039,0.185,0.092,0.038,0.0,0.53
1175,"MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",89.92,42.0,3.37,0.97,0.75,4.99,0.0,5.2,125.0,0.03,11.0,95.0,150.0,44.0,0.42,0.01,0.003,3.3,0.0,0.02,0.185,0.093,0.037,0.0,0.47
1186,"CHEESE,CREAM,FAT FREE",71.87,105.0,15.69,1.0,3.77,7.66,0.0,5.48,351.0,0.19,22.0,523.0,278.0,702.0,1.5,0.036,0.017,4.9,0.0,0.04,0.265,0.23,0.05,0.0,0.95
1199,"CREAM,HALF & HALF,FAT FREE",86.0,59.0,2.6,1.4,1.0,9.0,0.0,5.0,96.0,0.0,16.0,151.0,206.0,100.0,0.81,0.016,0.002,2.9,0.7,0.056,0.237,0.124,0.062,0.0,0.52
1202,"MILK,CHOC,FLUID,COMM,RED FAT, ADDED CA",82.17,78.0,2.99,1.9,0.81,12.13,0.7,9.55,194.0,0.24,14.0,76.0,123.0,66.0,0.39,0.075,0.062,3.4,0.0,0.045,0.565,0.164,0.024,0.0,0.33
1203,"YOGURT,FRUIT,LOFAT,LO CAL SWEETENER",74.1,105.0,4.86,1.41,1.03,18.6,0.0,2.9,152.0,0.07,16.0,133.0,194.0,58.0,0.82,0.08,0.065,3.1,0.7,0.041,0.18,0.105,0.045,0.0,0.52
1204,"CHEESE,PARMESAN,DRY GRATED,RED FAT",50.6,265.0,20.0,20.0,8.03,1.37,0.0,0.0,1109.0,0.9,38.0,729.0,125.0,1529.0,3.87,0.238,0.085,17.7,0.0,0.029,0.486,0.114,0.049,0.0,2.26
1205,"CREAM SUB,FLAV,LIQ",50.06,251.0,0.69,13.5,0.55,35.07,1.1,33.04,6.0,0.59,19.0,28.0,96.0,67.0,0.25,0.142,0.142,0.7,0.0,0.004,0.024,0.091,0.004,0.0,0.0
1206,"CREAM SUB,FLAV,PDR",1.52,482.0,0.68,21.47,0.79,75.42,1.2,58.01,5.0,0.63,17.0,28.0,90.0,123.0,0.23,0.135,0.14,1.3,0.0,0.004,0.027,0.084,0.004,0.0,0.0
1208,"CHEESE,PROVOLONE,RED FAT",50.6,274.0,24.7,17.6,3.6,3.5,0.0,0.55,756.0,0.52,28.0,496.0,138.0,615.0,3.23,0.026,0.01,14.5,0.0,0.019,0.321,0.156,0.073,0.0,1.46
1211,"MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",88.13,61.0,3.15,3.27,0.67,4.78,0.0,5.05,113.0,0.03,10.0,84.0,132.0,43.0,0.37,0.025,0.004,3.7,0.0,0.046,0.169,0.089,0.036,0.0,0.45
1212,"MILK,DRY,WHL,WO/ ADDED VITAMIN D",2.47,496.0,26.32,26.71,6.08,38.42,0.0,38.42,912.0,0.47,85.0,776.0,1330.0,371.0,3.34,0.08,0.04,16.3,8.6,0.283,1.205,0.646,0.302,0.0,3.25
1214,"MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D",74.04,135.0,6.81,7.56,1.55,10.04,0.0,10.04,261.0,0.19,24.0,203.0,303.0,106.0,0.77,0.016,0.006,2.3,1.9,0.047,0.316,0.194,0.05,0.0,0.16
1216,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT  VITAMIN D",75.3,99.0,3.98,1.15,0.93,18.64,0.0,18.64,138.0,0.06,13.0,109.0,177.0,53.0,0.67,0.079,0.064,2.8,0.6,0.034,0.162,0.086,0.037,0.0,0.43
1217,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT  VITAMIN D",74.48,102.0,4.37,1.08,1.02,19.05,0.0,19.05,152.0,0.07,15.0,119.0,195.0,58.0,0.74,0.08,0.065,3.1,0.7,0.037,0.178,0.095,0.04,0.0,0.47
1218,"YOGURT,FRUIT VAR,NONFAT,FORT  VITAMIN D",75.4,95.0,4.4,0.2,1.0,19.0,0.0,19.0,152.0,0.07,15.0,119.0,194.0,58.0,0.74,0.011,0.035,6.0,0.7,0.04,0.18,0.1,0.04,0.0,0.47
1219,"YOGURT,FRUIT,LOWFAT, LO CAL SWTNR,FORT  VITAMIN D",74.1,105.0,4.86,1.41,1.03,18.6,0.0,2.9,152.0,0.07,16.0,133.0,194.0,58.0,0.82,0.08,0.065,3.1,0.7,0.041,0.18,0.105,0.045,0.0,0.52
1220,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT  VIT D",79.0,85.0,4.93,1.25,1.02,13.8,0.0,13.8,171.0,0.07,16.0,135.0,219.0,66.0,0.83,0.013,0.004,4.9,0.8,0.042,0.201,0.107,0.045,0.0,0.53
1225,DULCE DE LECHE,28.71,315.0,6.84,7.35,1.74,55.35,0.0,49.74,251.0,0.17,22.0,193.0,350.0,129.0,0.79,0.004,0.002,2.7,2.6,0.016,0.405,0.21,0.016,0.0,0.31
1226,"EGG SUB,LIQ OR FRZ,FAT FREE",87.0,48.0,10.0,0.0,1.3,2.0,0.0,2.0,73.0,1.98,15.0,72.0,213.0,199.0,0.98,0.022,0.006,41.3,0.5,0.12,0.386,0.14,0.133,0.0,0.34
1228,"CHEESE,FRSH,QUESO FRESCO",51.42,299.0,18.09,23.82,3.68,2.98,0.0,2.32,566.0,0.2,24.0,385.0,129.0,751.0,2.58,0.033,0.014,19.3,0.0,0.042,0.173,0.027,0.076,0.0,1.68
1230,"MILK,BTTRMLK,FLUID,WHL",87.91,62.0,3.21,3.31,0.68,4.88,0.0,4.88,115.0,0.03,10.0,85.0,135.0,105.0,0.38,0.025,0.004,3.7,0.0,0.047,0.172,0.09,0.036,0.0,0.46
1231,"YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND  LO CAL SWTNR",79.0,86.0,4.93,1.25,1.02,13.8,0.0,5.43,171.0,0.07,16.0,135.0,219.0,66.0,0.83,0.013,0.004,4.9,0.8,0.042,0.201,0.107,0.045,0.0,0.53
1236,"ICE CRM,SOFT SERVE,CHOC",59.8,222.0,4.1,13.0,0.9,22.2,0.7,21.16,131.0,0.21,12.0,116.0,177.0,61.0,0.52,0.03,0.005,3.0,0.8,0.049,0.182,0.095,0.048,0.0,0.5
1237,"ICE CRM,BAR OR STK,CHOC COVERED",46.3,331.0,4.1,24.1,1.0,24.5,0.8,18.3,119.0,0.29,28.0,173.0,305.0,68.0,0.82,0.076,0.078,2.4,0.0,0.062,0.261,0.175,0.043,0.0,0.49
1238,ICE CRM SNDWCH,48.9,237.0,4.29,8.57,1.1,37.14,0.0,18.57,86.0,0.26,29.0,72.0,115.0,129.0,0.6,0.254,0.381,3.1,0.0,0.111,0.146,1.566,0.028,27.0,0.05
1239,ICE CRM COOKIE SNDWCH,48.7,240.0,3.7,7.4,0.55,39.6,1.2,21.3,73.0,1.1,16.0,54.0,68.0,162.0,0.32,0.106,0.225,3.1,0.0,0.03,0.03,0.237,0.028,0.0,0.01
1240,"ICE CRM CONE,CHOC COVERED, NUTS,FLAVORS OTHER THAN CHOC",37.43,354.0,5.21,21.88,1.11,34.38,1.0,25.0,63.0,0.0,29.0,108.0,222.0,94.0,0.86,0.128,0.194,2.6,0.0,0.108,0.252,0.829,0.046,16.0,0.36
1250,"NUTRITIONAL SUPP FOR PEOPLE  DIABETES,LIQ",79.74,88.0,4.4,3.08,0.9,11.88,2.2,2.64,110.0,1.98,44.0,110.0,176.0,92.0,1.65,0.22,0.097,7.7,26.4,0.165,0.187,2.201,0.22,44.0,0.66
1251,"CHEESE,MEXICAN BLEND",42.48,358.0,23.54,28.51,3.72,1.75,0.0,1.23,659.0,0.59,25.0,438.0,85.0,338.0,3.01,0.025,0.022,15.0,0.0,0.023,0.318,0.114,0.061,0.0,1.23
1252,"CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",45.07,307.0,16.09,23.06,6.94,8.85,0.0,6.24,1375.0,0.95,34.0,768.0,295.0,1279.0,2.21,0.027,0.061,16.2,0.0,0.04,0.425,0.17,0.124,0.0,1.52
1253,"CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",39.61,371.0,18.13,31.79,6.78,3.7,0.0,2.26,1045.0,0.63,26.0,641.0,132.0,1671.0,2.49,0.046,0.041,20.2,0.0,0.015,0.234,0.076,0.054,0.0,1.5
1254,"CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",44.0,330.0,16.86,25.63,4.96,8.56,0.0,5.59,682.0,0.26,27.0,438.0,255.0,1441.0,2.31,0.034,0.025,19.6,0.0,0.035,0.36,0.155,0.102,0.0,1.33
1255,"EGG,WHL,RAW,FRZ,SALTED,PAST",67.83,138.0,10.97,10.07,10.3,0.83,0.0,0.07,55.0,1.71,9.0,186.0,128.0,3663.0,1.3,0.064,0.033,30.4,0.0,0.06,0.443,0.077,0.226,0.0,1.21
1256,"YOGURT,GREEK,PLN,NONFAT",85.1,59.0,10.19,0.39,0.72,3.6,0.0,3.24,110.0,0.07,11.0,135.0,141.0,36.0,0.52,0.017,0.009,9.7,0.0,0.023,0.278,0.208,0.063,0.0,0.75
1258,"EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",5.48,357.0,84.08,0.32,5.61,4.51,0.0,0.0,101.0,0.18,82.0,104.0,884.0,1299.0,0.13,0.128,0.0,192.0,0.0,0.0,3.71,0.773,0.032,0.0,0.2
1259,"CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT",61.82,176.0,13.41,8.88,5.18,10.71,0.0,7.06,557.0,0.36,27.0,931.0,250.0,1102.0,1.81,0.032,0.026,15.5,0.0,0.038,0.442,0.153,0.099,0.0,1.17
1260,"CHEESE,CHEDDAR,RED FAT",44.29,309.0,27.35,20.41,3.89,4.06,0.0,0.26,761.0,0.12,27.0,520.0,63.0,628.0,4.44,0.043,0.031,35.8,0.0,0.021,0.397,0.145,0.084,0.0,1.41
1263,"ICE CRM,LT,SOFT SERVE,CHOC",68.92,141.0,3.36,3.69,0.88,23.15,0.0,19.46,134.0,0.6,36.0,113.0,207.0,64.0,0.67,0.217,0.212,2.3,0.0,0.033,0.124,0.186,0.038,12.0,0.26
1270,"CHEESE,CHEDDAR,SHARP,SLICED",36.15,410.0,24.25,33.82,3.66,2.13,0.0,0.27,711.0,0.16,27.0,460.0,76.0,644.0,3.74,0.035,0.024,28.3,0.0,0.027,0.434,0.039,0.075,0.0,0.88
1271,"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED",44.81,304.0,23.63,19.72,3.78,8.06,0.0,2.24,716.0,0.23,29.0,537.0,131.0,682.0,3.61,0.034,0.041,26.8,0.0,0.029,0.367,0.151,0.111,0.0,1.33
1284,"YOGURT,GREEK,STRAWBERRY,LOWFAT",76.81,103.0,8.17,2.57,0.56,11.89,1.0,11.23,88.0,0.07,10.0,109.0,129.0,33.0,0.41,0.019,0.036,9.6,0.7,0.037,0.235,0.205,0.049,0.0,0.5
1285,"YOGURT,GREEK,STRAWBERRY,NONFAT",79.13,82.0,8.05,0.15,0.59,12.07,0.6,11.27,97.0,0.09,10.0,113.0,132.0,33.0,0.45,0.019,0.033,9.4,0.3,0.037,0.253,0.213,0.05,0.0,0.49
1286,"YOGURT,GREEK,VANILLA,NONFAT",80.26,78.0,8.64,0.18,0.55,10.37,0.5,9.54,99.0,0.04,10.0,119.0,123.0,34.0,0.46,0.018,0.008,9.7,0.0,0.042,0.24,0.201,0.05,0.0,0.64
1287,"YOGURT,GREEK,PLN,LOWFAT",83.56,73.0,9.95,1.92,0.63,3.94,0.0,3.56,115.0,0.04,11.0,137.0,141.0,34.0,0.6,0.021,0.007,12.4,0.8,0.044,0.233,0.197,0.055,0.0,0.52
1289,"KEFIR,LOWFAT,PLN,LIFEWAY",90.07,41.0,3.79,0.93,0.72,4.48,0.0,4.61,130.0,0.04,12.0,105.0,164.0,40.0,0.46,0.009,0.005,3.6,0.2,0.03,0.135,0.15,0.058,0.0,0.29
1290,"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",84.82,62.0,3.39,0.9,0.68,10.2,0.0,9.21,119.0,0.04,11.0,96.0,154.0,37.0,0.44,0.009,0.005,3.6,1.5,0.03,0.21,0.105,0.06,0.0,0.31
1291,"MILK,CND,EVAP,WO/ VIT A",74.04,107.0,6.67,2.0,1.55,15.74,0.0,6.67,267.0,0.19,24.0,203.0,303.0,100.0,0.77,0.016,0.006,2.3,16.0,0.047,0.316,0.194,0.05,0.0,0.16
1292,"MILK,CHOC,FAT FREE, ADDED VIT A & VITAMIN D",82.34,67.0,3.39,0.0,0.81,13.46,0.0,9.32,127.0,0.27,13.0,101.0,182.0,110.0,0.41,0.075,0.062,1.9,1.0,0.045,0.166,0.164,0.024,0.0,0.32
1293,"YOGURT,GREEK,PLN,WHL MILK",81.3,97.0,9.0,5.0,0.72,3.98,0.0,4.0,100.0,0.0,11.0,135.0,141.0,35.0,0.52,0.017,0.009,9.7,0.0,0.023,0.278,0.208,0.063,0.0,0.75
1294,"YOGURT,GREEK,FRUIT,WHL MILK",76.81,106.0,7.33,3.0,0.56,12.29,0.0,12.0,100.0,0.0,10.0,109.0,113.0,37.0,0.41,0.019,0.036,9.6,0.0,0.046,0.235,0.205,0.049,0.0,0.5
1295,"YOGURT,VANILLA,NON-FAT",79.0,78.0,2.94,0.0,1.02,17.04,0.0,5.88,118.0,0.0,16.0,88.0,141.0,47.0,0.83,0.013,0.004,4.9,0.0,0.042,0.2,0.107,0.045,0.0,0.53
1297,"YOGURT,GREEK,VANILLA,LOWFAT",78.76,95.0,8.64,2.5,0.55,9.54,0.0,9.54,100.0,0.04,10.0,119.0,123.0,40.0,0.46,0.018,0.008,9.7,0.0,0.038,0.24,0.201,0.05,0.0,0.64
1301,ICE CRM SUNDAE CONE,53.31,254.0,3.0,14.0,0.8,28.89,1.0,21.26,60.0,0.36,20.0,128.0,204.0,115.0,0.56,0.082,0.087,2.3,0.0,0.09,0.213,1.111,0.05,14.0,0.35
1302,"LIGHT ICE CRM,CREAMSICLE",61.77,165.0,1.54,3.08,0.87,32.75,0.0,18.46,62.0,0.0,12.0,84.0,174.0,46.0,0.66,0.02,0.007,1.8,13.8,0.045,0.206,0.113,0.038,0.0,0.36
1305,"MILK,CHOC,LOWFAT,RED SUGAR",87.09,54.0,3.43,1.04,0.76,7.68,0.0,7.29,122.0,0.16,13.0,98.0,168.0,66.0,0.46,0.018,0.021,1.9,0.0,0.035,0.225,0.122,0.05,0.0,0.2
1306,"ICE CRM,LOWFAT,NO SUGAR ADDED,CONE,ADDED PNUTS & CHOC SAU",43.85,265.0,5.33,9.33,1.48,40.01,9.3,10.67,133.0,0.48,65.0,143.0,213.0,113.0,1.06,0.36,0.677,3.9,0.0,0.182,0.2,3.528,0.093,0.0,0.07
2003,"SPICES,BASIL,DRIED",10.35,233.0,22.98,4.07,14.85,47.75,37.7,1.71,2240.0,89.8,711.0,274.0,2630.0,76.0,7.1,2.1,9.8,3.0,0.8,0.08,1.2,4.9,1.34,0.0,0.0
2005,CARAWAY SEED,9.87,333.0,19.77,14.59,5.87,49.9,38.0,0.64,689.0,16.23,258.0,568.0,1351.0,17.0,5.5,0.91,1.3,12.1,21.0,0.383,0.379,3.606,0.36,0.0,0.0
2007,CELERY SEED,6.04,392.0,18.07,25.27,9.27,41.35,11.8,0.67,1767.0,44.9,440.0,547.0,1400.0,160.0,6.93,1.37,7.567,12.1,17.1,0.34,0.29,3.06,0.89,0.0,0.0
2009,CHILI POWDER,10.75,282.0,13.46,14.28,11.81,49.7,34.8,7.19,330.0,17.3,149.0,300.0,1950.0,2867.0,4.3,1.0,1.7,20.4,0.7,0.25,0.94,11.6,2.094,0.0,0.0
2010,"CINNAMON,GROUND",10.58,247.0,3.99,1.24,3.6,80.59,53.1,2.17,1002.0,8.32,60.0,64.0,431.0,10.0,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.158,0.0,0.0
2011,"CLOVES,GROUND",9.87,274.0,5.97,13.0,5.63,65.53,33.9,2.38,632.0,11.83,259.0,104.0,1020.0,277.0,2.32,0.368,60.127,7.2,0.2,0.158,0.22,1.56,0.391,0.0,0.0
2012,"CORIANDER LEAF,DRIED",7.3,279.0,21.93,4.78,14.08,52.1,10.4,7.27,1246.0,42.46,694.0,481.0,4466.0,211.0,4.72,1.786,6.355,29.3,566.7,1.252,1.5,10.707,0.61,0.0,0.0
2014,CUMIN SEED,8.06,375.0,17.81,22.27,7.62,44.24,10.5,2.25,931.0,66.36,366.0,499.0,1788.0,168.0,4.8,0.867,3.333,5.2,7.7,0.628,0.327,4.579,0.435,0.0,0.0
2015,CURRY POWDER,8.8,325.0,14.29,14.01,7.07,55.83,53.2,2.76,525.0,19.1,255.0,367.0,1170.0,52.0,4.7,1.2,8.3,40.3,0.7,0.176,0.2,3.26,0.105,0.0,0.0
2020,GARLIC POWDER,6.45,331.0,16.55,0.73,3.54,72.73,9.0,2.43,79.0,5.65,77.0,414.0,1193.0,60.0,2.99,0.533,0.979,23.9,1.2,0.435,0.141,0.796,1.654,0.0,0.0
2021,"GINGER,GROUND",9.94,335.0,8.98,4.24,5.22,71.62,14.1,3.39,114.0,19.8,214.0,168.0,1320.0,27.0,3.64,0.48,33.3,55.8,0.7,0.046,0.17,9.62,0.626,0.0,0.0
2023,"MARJORAM,DRIED",7.64,271.0,12.66,7.04,12.1,60.56,40.3,4.09,1990.0,82.71,346.0,306.0,1522.0,77.0,3.6,1.133,5.433,4.5,51.4,0.289,0.316,4.12,1.19,0.0,0.0
2024,"SPICES,MUSTARD SD,GROUND",5.27,508.0,26.08,36.24,4.33,28.09,12.2,6.79,266.0,9.21,370.0,828.0,738.0,13.0,6.08,0.645,2.448,208.1,7.1,0.805,0.261,4.733,0.397,0.0,0.0
2025,"NUTMEG,GROUND",6.23,525.0,5.84,36.31,2.34,49.29,20.8,2.99,184.0,3.04,183.0,213.0,350.0,16.0,2.15,1.027,2.9,1.6,3.0,0.346,0.057,1.299,0.16,0.0,0.0
2026,ONION POWDER,5.39,341.0,10.41,1.04,4.04,79.12,15.2,6.63,384.0,3.9,113.0,322.0,985.0,73.0,4.05,0.59,1.3,14.3,23.4,0.457,0.08,0.321,0.718,0.0,0.0
2027,"SPICES,OREGANO,DRIED",9.93,265.0,9.0,4.28,7.87,68.92,42.5,4.09,1597.0,36.8,270.0,148.0,1260.0,25.0,2.69,0.633,4.99,4.5,2.3,0.177,0.528,4.64,1.044,0.0,0.0
2028,PAPRIKA,11.24,282.0,14.14,12.89,7.74,53.99,34.9,10.34,229.0,21.14,178.0,314.0,2280.0,68.0,4.33,0.713,1.59,6.3,0.9,0.33,1.23,10.06,2.141,0.0,0.0
2029,"PARSLEY,DRIED",5.89,292.0,26.63,5.48,11.36,50.64,26.7,7.27,1140.0,22.04,400.0,436.0,2683.0,452.0,5.44,0.78,9.81,14.1,125.0,0.196,2.383,9.943,0.9,0.0,0.0
2030,"PEPPER,BLACK",12.46,251.0,10.39,3.26,4.49,63.95,25.3,0.64,443.0,9.71,171.0,158.0,1329.0,20.0,1.19,1.33,12.753,4.9,0.0,0.108,0.18,1.143,0.291,0.0,0.0
2031,"PEPPER,RED OR CAYENNE",8.05,318.0,12.01,17.27,6.04,56.63,27.2,10.34,148.0,7.8,152.0,293.0,2014.0,30.0,2.48,0.373,2.0,8.8,76.4,0.328,0.919,8.701,2.45,0.0,0.0
2033,POPPY SEED,5.95,525.0,17.99,41.56,6.37,28.13,19.5,2.99,1438.0,9.76,347.0,870.0,719.0,26.0,7.9,1.627,6.707,13.5,1.0,0.854,0.1,0.896,0.247,0.0,0.0
2034,POULTRY SEASONING,9.31,307.0,9.59,7.53,5.92,65.59,11.3,1.8,996.0,35.3,224.0,171.0,684.0,27.0,3.14,0.843,6.857,7.2,12.0,0.264,0.191,2.97,1.32,0.0,0.0
2035,PUMPKIN PIE SPICE,8.46,342.0,5.76,12.6,3.9,69.28,14.8,7.76,682.0,19.71,136.0,118.0,663.0,52.0,2.37,0.484,15.844,9.3,23.4,0.131,0.137,2.243,0.4,0.0,0.0
2038,"SAGE,GROUND",7.96,315.0,10.63,12.75,7.95,60.73,40.3,1.71,1652.0,28.12,428.0,91.0,1070.0,11.0,4.7,0.757,3.133,3.7,32.4,0.754,0.336,5.72,2.69,0.0,0.0
2042,"SPICES,THYME,DRIED",7.79,276.0,9.11,7.43,11.74,63.94,37.0,1.71,1890.0,123.6,220.0,201.0,814.0,55.0,6.18,0.86,7.867,4.6,50.0,0.513,0.399,4.94,0.55,0.0,0.0
2043,"TURMERIC,GROUND",12.85,312.0,9.68,3.25,7.08,67.14,22.7,3.21,168.0,55.0,208.0,299.0,2080.0,27.0,4.5,1.3,19.8,6.2,0.7,0.058,0.15,1.35,0.107,0.0,0.0
2044,"BASIL,FRESH",92.06,23.0,3.15,0.64,1.49,2.65,1.6,0.3,177.0,3.17,64.0,56.0,295.0,4.0,0.81,0.385,1.148,0.3,18.0,0.034,0.076,0.902,0.155,0.0,0.0
